"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"AFG","Afghanistan",0.309691253400451,0.309690230008638,0.311387820627524,0.313085411246412,0.311566273519614,0.310047574389307,0.316235386073894,0.322439996090099,0.326073180319979,0.321750514002702,0.268979862447671,0.23480536924534,0.228623078133493,0.222487547394281,0.222629295644659,0.22167162352799,0.212059012558596,0.2273732163578,0.229006720518282,0.24538264346546,0.244340590222147,0.2555075044505,0.245953019481755,0.240703528896752,0.248401363079411,0.236748660365758,0.246106142507382,0.249549716462908,0.251374062035753
"ALB","Albania",0.332968319272613,0.333486758963357,0.329979195843508,0.326025516692293,0.327192034587155,0.32810218991475,0.334199235073807,0.340497391782876,0.33836157011541,0.346079134973212,0.334606862246379,0.321928721069067,0.334582667219508,0.347706340403294,0.368126762714881,0.368592578543625,0.367913325125784,0.374308211110832,0.386646485659295,0.41035025991817,0.415638350648091,0.410071654730818,0.411254288346616,0.413735724091639,0.406808622172672,0.407429859015419,0.412305667288146,0.418176851540538,0.42269803324319
"DZA","Algeria",0.300271955488856,0.301322747548478,0.29780659886612,0.294599857003731,0.298484222577949,0.302521982246391,0.308477177219045,0.314742927272893,0.320063867684555,0.328818192584566,0.329631956675728,0.296402961220094,0.296485687744488,0.299256187559087,0.291904784473686,0.280815284290243,0.274026441098213,0.274329483447746,0.287144670937157,0.284460296430622,0.289123401448389,0.298651156370528,0.321144637362857,0.322282349426159,0.322472168305079,0.325522590203707,0.329649509671708,0.337037301740643,0.345662458864351
"AND","Andorra",0.123870385302073,0.126190936972654,0.129691691348132,0.136468002653936,0.141059930162864,0.145479247900725,0.14887162365992,0.150336805256612,0.162162412553893,0.176724783545969,0.192160916641135,0.211214481073285,0.237464635985511,0.241735244157515,0.253232020166248,0.261041800232042,0.266432849274459,0.271378045269342,0.27887017145758,0.281285637024721,0.288685609457669,0.295882125369889,0.299429168542878,0.300398544682099,0.340485667173176,0.348304804594043,0.350802167048438,0.391278636544143,0.452459320881706
"AGO","Angola",0.190434186949149,0.190433461119154,0.18908169416588,0.187725344207665,0.188442206046336,0.189209339911589,0.197140149007052,0.205093205308727,0.217804973133681,0.217433235512029,0.208845587713379,0.186706885652552,0.18963118477667,0.196341522803701,0.203978316571085,0.189744826908421,0.187792775960549,0.200405905738214,0.209132923571023,0.216227377035402,0.211618350990792,0.239753191876011,0.242481914503786,0.254116850418216,0.257538934720614,0.260653031677367,0.267595439267712,0.271751399766575,0.272532181731671
"ATG","Antigua and Barbuda",0.457075219333822,0.457580190094056,0.458382502175198,0.459176209818876,0.460416567654438,0.462559524932667,0.463383276576306,0.46655705088244,0.469899838271934,0.471002558695228,0.484530642255033,0.463423337013882,0.466541452749687,0.473940354770919,0.476458923189101,0.486825601017647,0.480558479761758,0.488372911809331,0.482118188218064,0.45655842878202,0.463291904823467,0.45584108884656,0.435483980154845,0.446411440278418,0.446250375614757,0.445076803788078,0.44174268737903,0.444348303822983,0.448599090725985
"ARG","Argentina",0.380026928399056,0.383013920753323,0.37734030533305,0.37307886855847,0.37335900996194,0.374812538406646,0.348071931179544,0.32938641994862,0.339088966325352,0.34248445911008,0.365014948384694,0.340899979512467,0.352392059886548,0.345475377548468,0.341663602145712,0.350026190481402,0.353180820241439,0.347343551059595,0.336444924160675,0.328504281664647,0.331489735331364,0.367692957974453,0.371378557147466,0.374281928349126,0.371745389683928,0.376824673352851,0.371217705684429,0.368736064430568,0.375078343403138
"ARM","Armenia",0.377167310196771,0.373243040938159,0.364904569226139,0.372864434206299,0.379131762871973,0.381220631501866,0.389472212406287,0.407005590181031,0.419488180125158,0.40687598739616,0.429685529561691,0.412158046500846,0.419833658480943,0.437675729257514,0.426954671711911,0.428060108873795,0.428201378767901,0.438321018971578,0.454144735758548,0.467967118285078,0.475720755078058,0.486010970036562,0.484241897350891,0.495562474822682,0.507113769811674,0.501147074118321,0.500519600818641,0.498201666689547,0.500820065638309
"AUS","Australia",0.582921417154391,0.586077460100609,0.587919800130142,0.591909835749194,0.598855221286663,0.606940607782011,0.612457490832106,0.615178818041854,0.619959200720754,0.62901178283689,0.63382335973969,0.677540076123873,0.684576118694904,0.69245190387975,0.684060228890534,0.690946885443009,0.694581992407556,0.697986061154972,0.708496178492861,0.709691331210511,0.705987996151929,0.70492768075616,0.691018328528946,0.69571495030772,0.69341191146042,0.680580178393772,0.6939528453975,0.69314567844121,0.693309072991234
"AUT","Austria",0.602758220602282,0.609121624732831,0.610594535978719,0.611419103058632,0.615418250500916,0.619151217569194,0.627538455439126,0.63406871009066,0.631393727987336,0.63734220081521,0.646561203209494,0.676408218711257,0.687856706077441,0.68491566134528,0.668279734601683,0.675040551971082,0.675435334720391,0.680550953685282,0.695320675352393,0.708673327341648,0.704580139968075,0.687703237893747,0.690867434096004,0.690881034113969,0.68611340920419,0.681671964122333,0.679813781117259,0.675100335444559,0.676197628384371
